job_id,job_title,company,company_name,company_id,location,job_description,keywords,experience,education,salary,job-time
JOB100562,Data Engineer,DataBridge Labs,DataBridge Labs,COM004,"Noida, Uttar Pradesh","We are looking for a Data Engineer to join DataBridge Labs. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and MBA qualification are preferred.","Java, Spring Boot, SQL, REST API",8+ Years,MBA,₹8-12 LPA,Remote
JOB100664,AI Engineer,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Mumbai, Maharashtra","We are looking for a AI Engineer to join CloudMatrix Technologies. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",3-5 Years,Master's Degree,₹6-10 LPA,Remote
JOB102358,Junior Data Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Chennai, Tamil Nadu","We are looking for a Junior Data Analyst to join FinEdge Technologies. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Any Graduate qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",8+ Years,Any Graduate,₹10-16 LPA,Full-Time
JOB100128,Business Analyst,DataBridge Labs,DataBridge Labs,COM004,"Bengaluru, Karnataka","We are looking for a Business Analyst to join DataBridge Labs. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Bachelor's Degree qualification are preferred.","Excel, Power BI, SQL, Data Visualization",5-8 Years,Bachelor's Degree,₹3-5 LPA,Full-Time
JOB101814,Power BI Developer,infosphere analytics,Infosphere Analytics,COM002,"Pune, Maharashtra","We are looking for a Power BI Developer to join Infosphere Analytics. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","SQL, Power BI, Excel, DAX",3-5 Years,Master's Degree,Not Disclosed,Internship
JOB100045,Junior Data Analyst,DataBridge Labs,DataBridge Labs,COM004,"Noida, Uttar Pradesh","We are looking for a Junior Data Analyst to join DataBridge Labs. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and MBA qualification are preferred.","Python, Pandas, NumPy, SQL",0-1 Years,MBA,₹3-5 LPA,Remote
JOB101803,Data Analyst,TechNova Solutions,TechNova Solutions,COM001,"Nagpur, Maharashtra","We are looking for a Data Analyst to join TechNova Solutions. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Sc. qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",8+ Years,B.Sc.,₹10-16 LPA,Part-Time
JOB101494,Software Engineer,Quantix Analytics,Quantix Analytics,COM009,Remote,"We are looking for a Software Engineer to join Quantix Analytics. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and MBA qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",3-5 Years,MBA,₹4-7 LPA,Internship
JOB100334,Python Developer,bytecraft solutions,ByteCraft Solutions,COM008,Remote,"We are looking for a Python Developer to join ByteCraft Solutions. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Master's Degree qualification are preferred.","Python, SQL, AWS, ETL",2-4 Years,Master's Degree,₹5-8 LPA,Part-Time
JOB102257,Business Analyst,InsightWorks,InsightWorks,COM007,"Nagpur, Maharashtra","We are looking for a Business Analyst to join InsightWorks. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",8+ Years,Bachelor's Degree,₹3-5 LPA,Full-Time
JOB101554,Data Scientist,Quantix Analytics,Quantix Analytics,COM009,"Chennai, Tamil Nadu","We are looking for a Data Scientist to join Quantix Analytics. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Bachelor's Degree qualification are preferred.","Java, Spring Boot, SQL, REST API",0-1 Years,Bachelor's Degree,₹2.5-4 LPA,Remote
JOB101391,Data Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Ahmedabad, Gujarat","We are looking for a Data Engineer to join ByteCraft Solutions. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Any Graduate qualification are preferred.","Python, SQL, AWS, ETL",2-4 Years,Any Graduate,₹8-12 LPA,Internship
JOB102455,Python Developer,Aster Technologies,Aster Technologies,COM012,Remote,"We are looking for a Python Developer to join Aster Technologies. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and BCA qualification are preferred.","Excel, Power BI, SQL, Data Visualization",2-4 Years,BCA,₹3-5 LPA,Remote
JOB102090,MIS Executive,Quantix Analytics,Quantix Analytics,COM009,"Pune, Maharashtra","We are looking for a MIS Executive to join Quantix Analytics. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and B.Sc. qualification are preferred.","Spark, Python, SQL, AWS",2-4 Years,B.Sc.,₹4-7 LPA,Contract
JOB102029,Data Scientist,Infosphere Analytics,Infosphere Analytics,COM002,"Bengaluru, Karnataka","We are looking for a Data Scientist to join Infosphere Analytics. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, NumPy, SQL",8+ Years,Bachelor's Degree,₹3-5 LPA,Contract
JOB102268,Data Scientist,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Hyderabad, Telangana","We are looking for a Data Scientist to join Innovexa Pvt Ltd. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Sc. qualification are preferred.","Python, SQL, AWS, ETL",8+ Years,B.Sc.,₹8-12 LPA,Remote
JOB101900,Python Developer,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Noida, Uttar Pradesh","We are looking for a Python Developer to join Innovexa Pvt Ltd. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and MBA qualification are preferred.","Java, Spring Boot, SQL, REST API",0-1 Years,MBA,₹4-7 LPA,Contract
JOB100419,Power BI Developer,DataBridge Labs,DataBridge Labs,COM004,"Ahmedabad, Gujarat","We are looking for a Power BI Developer to join DataBridge Labs. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and BCA qualification are preferred.","Python, SQL, AWS, ETL",8+ Years,BCA,₹6-10 LPA,Remote
JOB100404,Power BI Developer,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Nagpur, Maharashtra","We are looking for a Power BI Developer to join CloudMatrix Technologies. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and MBA qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",1-3 Years,MBA,₹10-16 LPA,Internship
JOB101409,MIS Executive,FinEdge Technologies,FinEdge Technologies,COM006,"Chennai, Tamil Nadu","We are looking for a MIS Executive to join FinEdge Technologies. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Bachelor's Degree qualification are preferred.","Java, Spring Boot, SQL, REST API",5-8 Years,Bachelor's Degree,₹3-5 LPA,Full-Time
JOB100173,MIS Executive,BluePeak Digital,BLUEPEAK DIGITAL,COM011,Remote,"We are looking for a MIS Executive to join BluePeak Digital. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.","Python, Pandas, NumPy, SQL",0-1 Years,B.Sc.,₹10-16 LPA,Internship
JOB100810,MIS Executive,FinEdge Technologies,FinEdge Technologies,COM006,"Gurugram, Haryana","We are looking for a MIS Executive to join FinEdge Technologies. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and B.Tech / B.E. qualification are preferred.","Spark, Python, SQL, AWS",5-8 Years,B.Tech / B.E.,₹10-16 LPA,Full-Time
JOB102371,Business Analyst,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,Remote,"We are looking for a Business Analyst to join Innovexa Pvt Ltd. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",3-5 Years,Master's Degree,₹10-16 LPA,Contract
